Product_ID,Product_Name,Product_Price,Category,Brand,Origin,Brand_Origin
114351685,Chà là tươi nguyên cành / 1kg,450000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,-1
99182595,ĐU ĐỦ VÀNG,39000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96511928,[Chỉ Giao HN] - Xoài Thái - 1KG,35000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Thái Lan,Thái Lan
101934131,[Chỉ Giao HCM] - ỔI RUỘT HỒNG - 1 KG,99000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
106320938,[Chỉ giao HN] - Táo Túi Core Fuji 1,115000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Nam Phi,-1
114830466,[Chỉ giao HCM] Thanh Long ruột đỏ sạch,320000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
110998046,[Chỉ Giao HCM] Nho Đen Úc - 1kg,195000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,-1
116667598,Hồng giòn Mộc Châu,80000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
123131879,"[chỉ giao HN] Bưởi da xanh 1 quả 1,8kg",90000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
96512001,"[Chỉ Giao HN] - Bưởi Da Xanh Size 1,3-1,5kg (Trái)",55000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
106320951,[Chỉ giao HN] - Việt Quất Mỹ Jumbo - 1 Hộp 125gr,99000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
97846389,[Chỉ Giao HCM] - VIỆT QUẤT MỸ (125GR/HỘP),145000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96512021,[Chỉ Giao HN] - Lựu Tunisia - 1KG,58000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Tunisia,Tunisia
101934101,[Chỉ Giao HCM] - XOÀI GIỐNG ÚC- 1kg,69000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
66699153,[Chỉ Giao HCM] - NHO XANH KHÔNG HẠT 500G,149950,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
96511991,[Chỉ Giao HN] - Quả dừa xiêm,20000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
106320915,[Chỉ giao HN] - Nho Đỏ Crimson Úc - 1KG,129000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,-1
96512404,[Chỉ Giao HN] - Ổi Nữ Hoàng - 1KG,30000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96512013,[Chỉ Giao HN] - Thùng lựu Tunisia - 7kg,360000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Tunisia,Tunisia
95990748,[Chỉ Giao HCM] - Nho Đen - 1KG,170000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,Việt Nam
96512030,[Chỉ Giao HN] - Bòn Bon Thái Lan - 1KG,35000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Thái Lan,Thái Lan
110998054,[Chỉ Giao HCM] Lựu Đỏ Peru - 1kg,295000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Peru,-1
114773261,[Chỉ giao HN] - Bơ 034 - 1kg,69000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
96511938,[Chỉ Giao HN] - Bưởi Da Xanh - 1 Trái,40000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
114351685,Chà là tươi nguyên cành / 1kg,450000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,-1
99182595,ĐU ĐỦ VÀNG,39000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96511928,[Chỉ Giao HN] - Xoài Thái - 1KG,35000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Thái Lan,Thái Lan
101934131,[Chỉ Giao HCM] - ỔI RUỘT HỒNG - 1 KG,99000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
106320938,[Chỉ giao HN] - Táo Túi Core Fuji 1,115000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Nam Phi,-1
114830466,[Chỉ giao HCM] Thanh Long ruột đỏ sạch,320000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
110998046,[Chỉ Giao HCM] Nho Đen Úc - 1kg,195000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,-1
116667598,Hồng giòn Mộc Châu,80000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
123131879,"[chỉ giao HN] Bưởi da xanh 1 quả 1,8kg",90000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
96512001,"[Chỉ Giao HN] - Bưởi Da Xanh Size 1,3-1,5kg (Trái)",55000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
106320951,[Chỉ giao HN] - Việt Quất Mỹ Jumbo - 1 Hộp 125gr,99000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
97846389,[Chỉ Giao HCM] - VIỆT QUẤT MỸ (125GR/HỘP),145000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96512021,[Chỉ Giao HN] - Lựu Tunisia - 1KG,58000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Tunisia,Tunisia
109511042,[Chỉ giao HN] - Bưởi năm roi - 1 quả,21000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
99445232,TÁO ENVY SIZE 100,75000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,New Zealand,Mỹ
101934117,[Chỉ Giao HCM] - MĂNG CỤT GIỐNG THÁI- 1kg,150000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
109856793,Táo Envy New Zealand Sz 35 - 1KG,229000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,New Zealand,New Zealand
99182335,CAM VÀNG MỸ,70000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
115196463,[Chỉ giao HN] Cam xoàn - 1kg,77000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
124019636,Táo đá Hà Giang giòn ngọt - 1kg,28000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
116614469,"Bưởi da xanh loại 2( 0,5Kg-1Kg)",15000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,	OEM,Việt Nam,-1
118797305,Táo túi Nam Phi (1.5kg) - EVE,119000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Nam Phi,Nam Phi
96512035,[Chỉ Giao HN] - Thùng roi An Phước - 5kg,188000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
93862447,[Chỉ Giao HCM] - Táo Dazzle New Zealand size 80 (KG),130000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,New Zealand,-1
116200920,[Chỉ giao HCM] Nho Mẫu Đơn Hàn Quốc chùm 700g,829000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,	OEM,Hàn Quốc,-1
91247847,[Chỉ Giao HCM] - Việt Quất Blueberry - Hộp 125g,99000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,Việt Nam
110998037,[Chỉ Giao HCM] Nho Xanh Mỹ - 1kg,280000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
120219519,Quýt Đường Sài Gòn - [LOẠI CHỌN LỌC],55000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
116727787,[Chỉ giao HN] Nhãn lồng Hưng Yên - 1kg,37000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
99445222,QUÝT AUSTRALIA,70000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Australia,Việt Nam
123498895,Combo 3kg bơ booth size 3-4 quả/kg (túi 3 kg),85000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
121231617,[Chỉ Giao TPHCM] Combo Nhãn Xuồng Cơm Vàng (3Kg),135000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,	OEM,Việt Nam,Việt Nam
115263686,Tồng táo Tàu,199000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Trung Quốc,-1
123498891,Combo 3kg ổi Nữ hoàng (túi 3kg),95000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
119961438,[ Chỉ Giao Hà Nội ] Giỏ Quà có Hoa ,1050000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,-1
95990746,[Chỉ Giao HCM] - Quýt Úc - 500GR,80000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,Úc
101934133,[Chỉ Giao HCM] - MẬN HẬU SƠN LA -1KG,190000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
125339826,SẦU RIÊNG THÁI HẠT LÉP - 1KG,80000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96512159,[Chỉ Giao HN] - Măng Cụt Thái Lan - 1KG,50000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Thái Lan,Thái Lan
109702228,"[Chỉ Giao HCM] - Nho ngón tay Sweet Sapphire Mỹ (0.5Kg) - Vị ngọt nhiều xen lẫn hậu chua dịu không đáng kể, bên ngoài có lớp phấn phủ rất đẹp mắt.",84500,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,Farmers' Market,Mỹ,-1
106320927,[Chỉ giao HN] - Cherry Mỹ Size 8.5,488000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
109511074,[Chỉ giao HN] - Dừa xiêm - 1 quả,20000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
114893105,"[Chỉ Giao HCM] - Táo Dazzel New Zealand size 165 (1KG) - Có đủ hương vị ngọt, giòn ",129000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,New Zealand,New Zealand
120553794,[Chỉ Giao Hà Nội] Quả lựu-1kg,58000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,Thực phẩm sạch HNH,Việt Nam,-1
96512392,[Chỉ Giao HN] - Combo 3 quả táo Koru size 72,65000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
110998043,[Chỉ Giao HCM] Táo Xanh Mỹ - 1kg,105000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96511932,[Chỉ Giao HN] - Cam sành Hà Giang - 1KG,25000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96512003,[Chỉ Giao HN] - Thùng táo Core 8 túi,490000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
121633440,[Chỉ giao HN] - Nho sữa Hàn Quốc - 1 Thùng,1783000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,	OEM,Hàn Quốc,-1
96511926,[Chỉ Giao HN] - Lê Nâu Hàn Quốc - 1KG,85000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Hàn Quốc,Hàn Quốc
110998048,[Chỉ Giao HCM] Quýt Úc 2PH - 1kg,139000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,-1
118119991,Chuối Laba Đà Lạt,39000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
122294260,Nho xanh không hạt Mỹ,319000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96512037,[Chỉ Giao HN] - Khay Táo Xanh - 5 quả,59000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
108999076,[Chỉ Giao HN]-GIỎ TRÁI CÂY V.I.P,2500000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Multiple Countries,-1
96777523,[Chỉ Giao HCM] - Hộp trái cây 8.3 tặng mẹ - MKnow23,680000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,Việt Nam
114893176,[Chỉ Giao HCM] - Nho Đỏ Crimson Úc (1KG) - Có đủ hương vị ngọt lịm pha lẫn tí vị chua,280000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,Úc
96512071,[Chỉ Giao HN] - Túi táo Core Nam Phi - 1.5kg,88000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Nam Phi,Nam Phi
66682974,"Nho đỏ không hạt Sweet Celebration Mỹ - Top Nho Cứng Trái, Cực Giòn, Ngọt Đậm Vị  Mọng Nước",129500,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,Sweet Celebration,Mỹ,Mỹ
122789833,Hồng giòn Fuji Mộc Châu,60000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
121309821,[Chỉ giao HN] - Táo Envy - 1 Thùng,1598000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,	OEM,New Zealand,-1
125339826,SẦU RIÊNG THÁI HẠT LÉP - 1KG,80000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96512159,[Chỉ Giao HN] - Măng Cụt Thái Lan - 1KG,50000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Thái Lan,Thái Lan
109702228,"[Chỉ Giao HCM] - Nho ngón tay Sweet Sapphire Mỹ (0.5Kg) - Vị ngọt nhiều xen lẫn hậu chua dịu không đáng kể, bên ngoài có lớp phấn phủ rất đẹp mắt.",84500,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,Farmers' Market,Mỹ,-1
106320927,[Chỉ giao HN] - Cherry Mỹ Size 8.5,488000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
109511074,[Chỉ giao HN] - Dừa xiêm - 1 quả,20000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
114893105,"[Chỉ Giao HCM] - Táo Dazzel New Zealand size 165 (1KG) - Có đủ hương vị ngọt, giòn ",129000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,New Zealand,New Zealand
120553794,[Chỉ Giao Hà Nội] Quả lựu-1kg,58000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,Thực phẩm sạch HNH,Việt Nam,-1
96512392,[Chỉ Giao HN] - Combo 3 quả táo Koru size 72,65000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
110998043,[Chỉ Giao HCM] Táo Xanh Mỹ - 1kg,105000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96511932,[Chỉ Giao HN] - Cam sành Hà Giang - 1KG,25000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96512003,[Chỉ Giao HN] - Thùng táo Core 8 túi,490000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
121633440,[Chỉ giao HN] - Nho sữa Hàn Quốc - 1 Thùng,1783000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,	OEM,Hàn Quốc,-1
96511926,[Chỉ Giao HN] - Lê Nâu Hàn Quốc - 1KG,85000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Hàn Quốc,Hàn Quốc
110998048,[Chỉ Giao HCM] Quýt Úc 2PH - 1kg,139000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,-1
118119991,Chuối Laba Đà Lạt,39000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
122294260,Nho xanh không hạt Mỹ,319000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,-1
96512037,[Chỉ Giao HN] - Khay Táo Xanh - 5 quả,59000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
108999076,[Chỉ Giao HN]-GIỎ TRÁI CÂY V.I.P,2500000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Multiple Countries,-1
96777523,[Chỉ Giao HCM] - Hộp trái cây 8.3 tặng mẹ - MKnow23,680000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,Việt Nam
114893176,[Chỉ Giao HCM] - Nho Đỏ Crimson Úc (1KG) - Có đủ hương vị ngọt lịm pha lẫn tí vị chua,280000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Úc,Úc
96512071,[Chỉ Giao HN] - Túi táo Core Nam Phi - 1.5kg,88000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Nam Phi,Nam Phi
66682974,"Nho đỏ không hạt Sweet Celebration Mỹ - Top Nho Cứng Trái, Cực Giòn, Ngọt Đậm Vị  Mọng Nước",129500,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,Sweet Celebration,Mỹ,Mỹ
122789833,Hồng giòn Fuji Mộc Châu,60000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
121309821,[Chỉ giao HN] - Táo Envy - 1 Thùng,1598000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,	OEM,New Zealand,-1
115968764,[Chỉ Giao Hà Nội] Táo Dazzle hữu cơ New Zealand size 70	,140000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Việt Nam,-1
94438187,Mận Hậu,60000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
118120249,Xoài Tứ Quý ,38900,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,-1
96511930,[Chỉ Giao HN] - Khay Táo Ambrosia - 5 Quả,55000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nhập Khẩu,OEM,Mỹ,Mỹ
121244032,"Bưởi Phúc Trạch chính gốc loại 1, 1 quả 1 kg - 1,5 kg",79000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
96511946,[Chỉ Giao HN] - Roi An Phước - 1KG,55000,Thực Phẩm Tươi Sống/Trái Cây/Trái Cây Nội Địa,OEM,Việt Nam,Việt Nam
