Product_ID,Product_Name,Product_Price,Category,Brand,Origin,Brand_Origin
113903748,[Chỉ giao HCM] - Rau muống (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113903736,[Chỉ giao HCM] - Mồng tơi (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113819942,[FARMVILL] [Chỉ Giao HCM] - Combo [5KG] Rau củ tươi sạch đủ dùng 3 ngày,144000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
113903750,[Chỉ giao HCM] - Cải ngọt (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,25000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
114772662,[Chỉ giao HCM] - Bắp cải - được bán bởi TikiNGON - Giao nhanh 3H,42000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113905479,[Chỉ giao HCM] - Khoai tây (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,39500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113903738,[Chỉ giao HCM] - Rau dền (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113905485,[Chỉ giao HCM] - Cà chua (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,38000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113903735,[Chỉ giao HCM] - Cải bẹ xanh (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,26000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115528295,[Chỉ giao HCM] - Bí Đao (trái 400gr - 600gr) - được bán bởi TikiNGON - Giao nhanh 3h,18000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115528271,[Chỉ giao HCM] - Dưa leo baby (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,38000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
114153166,[Chỉ giao HCM] - Cà rốt - được bán bởi TikiNGON - Giao nhanh 3H,42000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113717288,[FARMVILL] [Chỉ Giao HCM] - Combo [7KG] Rau củ tươi sạch đủ dùng 3 ngày,210000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115414560,[Chỉ giao HCM] - Cải thảo - được bán bởi TikiNGON - Giao nhanh 3H,35000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
114161749,[Chỉ giao HCM] - Hành lá - được bán bởi TikiNGON - Giao nhanh 3H,35000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115528266,[Chỉ giao HCM] - Củ dền (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,39000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115528272,[Chỉ giao HCM] - Hành tây (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,34000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115527993,[Chỉ giao HCM] - Cà tím (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
114678353,[Chỉ giao HCM] - Củ cải trắng (1kg) - được bán bởi TikiNGON,26000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115088686,"[Chỉ giao HCM] - Gừng (0,5gr - 1kg) - được bán bởi TikiNGON - Giao nhanh 3H",25000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113903741,[Chỉ giao HCM] - Cải thìa (1kg) - được bán bởi TikiNGON - Giao nhanh 3H,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
117029073,[FARMVILL] [Chỉ Giao HCM] - Combo [7KG] 10 Loại Rau Củ Tươi Sạch Đủ Dùng 5 Ngày CB3 - Nông Sản Công Nghệ Internet Vạn Vật IOT,240000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
115266320,[Chỉ giao HCM] - Sả cây (500gr - 1kg) - được bán bởi TikiNGON - Giao nhanh 3H,15000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115528262,[Chỉ giao HCM] - Hành tím Phan Rang (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,75000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113775248,[FARMVILL] [Chỉ Giao HCM] - Combo [6KG] Rau củ tươi sạch đủ dùng 3 ngày,174000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
117029079,[FARMVILL] [Chỉ Giao HCM] - Combo [7KG] 10 Loại Rau Củ Tươi Sạch Đủ Dùng 5 Ngày CB2 - Nông Sản Công Nghệ Internet Vạn Vật IOT,202500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
117029081,[FARMVILL] [Chỉ Giao HCM] - Combo [7KG] 10 Loại Rau Củ Tươi Sạch Đủ Dùng 5 Ngày CB1 - Nông Sản Công Nghệ Internet Vạn Vật IOT,207000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
115528259,[Chỉ giao HCM] - Khoai lang Nhật (1kg) - được bán bởi TikiNGON - Giao nhanh 3h,48000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161657,RAU MUỐNG,23000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
116155437,[Chỉ Giao HCM]  Combo Rau Củ - 4.3kg,239000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
104833241,ĐẬU BẮP - 500GR,20000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
96399974,[Chỉ Giao HCM] - RAU BẸ XANH - 300G,23500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161768,ĐÂU VE VIỆT,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
108997873,ỚT ĐỎ TƯƠI - 100 GRAM,14000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
113717286,[ Chỉ Giao HCM] - Đậu cove - 1KG,39000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
109123696,RAU CẢI THÌA - 300 GRAM,13900,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
113768057,[Chỉ giao HCM] - Cà chua,49500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
58074442,[Chỉ Giao HCM] - MƯỚP 500G,31000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
85090489,[Chỉ Giao HCM] - Rau Thơm Các Loại - 250GR,18500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
114924800,Cà chua -1 kg,28000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113768106,[Chỉ giao HCM] - Khổ qua,47000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113717274,[ Chỉ Giao HCM] - Dưa leo - 1KG,39500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
113717282,[ Chỉ Giao HCM] - Bắp cải thảo - 1KG,40000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161745,KHỔ QUA,25000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95213102,[Chỉ Giao HCM] - CỦ GỪNG - 200G,14000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
109559969,RAU CẢI NGỌT - 300 GRAM,13900,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
117791407,Hành lá - 500g,35000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
88077974,[Chỉ Giao HCM] - Rau Muống - 300gr,18000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161798,CẢI THÌA,23000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
116155438,[Chỉ Giao HCM] Combo Rau Củ - 7kg,359000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
116155439,[Chỉ Giao HCM]  Combo rau củ - 4.8kg,229000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
94429844,[Chỉ Giao HCM] - Khoai lang Nhật hữu cơ - 330g,18000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
109125655,SẢ CÂY - 200 GRAM,6000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
88077134,[Chỉ Giao HCM] - Rau Cải Ngọt - 250g,18000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
112998660,[Chỉ giao HN] Khoai Tây - 1kg,30000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
95161846,MƯỚP HƯƠNG,18000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
102119041,[Chỉ Giao HN] - Bắp cải trắng - 1 Chiếc,23000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
102262834,[Chỉ Giao HN] - Rau GV - Hành lá (200gram),10000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
95161551,DƯA LEO BABY,20000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
115936004,[Chỉ giao HCM] Đậu bắp - 1 Túi/KG,49500,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
95161571,CẢI NGỌT,25000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161652,CẢI THẢO KIM CHI,20000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
95161803,KHOAI LANG NHẬT,24000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
116155457,[Chỉ Giao HCM]  Cải ngọt thủy canh - 500gr,20000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,-1
95161546,BÔNG CẢI XANH,35000,Thực Phẩm Tươi Sống/Rau Củ Quả/Rau Củ Quả Xanh,OEM,Việt Nam,Việt Nam
